"client_ref","order_id","duration","deadline","known_difficult","created_on","last_modified_on"
"da33b51a05-e3e9ecec4237-1605018709704587344","PO16050187108919986",305.4200000000001,1605101510,0,1605018710,1605018710
"da33b51a05-e3e9ecec4237-1605018701275684975","PO16050187028507769",296.185,1605101501,0,1605018702,1605018702
"da33b51a05-e3e9ecec4237-1605018680270699040","PO16050186815386043",297.90999999999985,1605101480,0,1605018681,1605018681
"da33b51a05-e3e9ecec4237-1605018674653020069","PO16050186767248987",298.5,1605101475,0,1605018676,1605018676
"da33b51a05-e3e9ecec4237-1605018674240754031","PO16050186758145124",299.57000000000016,1605101474,0,1605018675,1605018675
"da33b51a05-e3e9ecec4237-1605018672711812753","PO16050186741325667",300.27,1605101473,0,1605018674,1605018674
"da33b51a05-e3e9ecec4237-1605018673667622330","PO16050186748566066",300.87,1605101474,0,1605018674,1605018674
"da33b51a05-e3e9ecec4237-1605018654352820317","PO16050186559118590",196.42999999999938,1605101455,0,1605018655,1605018655
"da33b51a05-e3e9ecec4237-1605018650400869672","PO16050186517299900",296.27500000000003,1605101450,0,1605018651,1605018651
"da33b51a05-e3e9ecec4237-1605018635534648507","PO16050186369045528",294.7199999999998,1605101435,0,1605018636,1605018636
"da33b51a05-e3e9ecec4237-1605018629045351816","PO16050186319996564",294.3100000000004,1605101431,0,1605018632,1605018632
"da33b51a05-e3e9ecec4237-1605018629009306213","PO1605018630610358",300.2600000000002,1605101429,0,1605018630,1605018630
"da33b51a05-e3e9ecec4237-1605018614827531514","PO16050186160186303",290.19999999999993,1605101415,0,1605018616,1605018616
"35bb7d8de3-1a373a28c212-1605018554899044380","PO16050185558933165",306.73,1605101355,0,1605018555,1605018555
"35bb7d8de3-1a373a28c212-1605018545614155684","PO16050185469304030",303.23000000000025,1605101346,0,1605018546,1605018546
"35bb7d8de3-1a373a28c212-1605018538301917096","PO16050185444033529",299.28,1605101341,0,1605018544,1605018544
"35bb7d8de3-1a373a28c212-1605018539137126308","PO16050185410279867",272.98,1605101339,0,1605018541,1605018541
"35bb7d8de3-1a373a28c212-1605018536931942720","PO16050185381347259",295.03999999999996,1605101337,0,1605018538,1605018538
"35bb7d8de3-1a373a28c212-1605018536894799408","PO16050185382064960",301.27,1605101337,0,1605018538,1605018538
"35bb7d8de3-1a373a28c212-1605018531618624020","PO16050185329176356",299.90500000000003,1605101332,0,1605018532,1605018532
"35bb7d8de3-1a373a28c212-1605018519560477592","PO16050185210438424",308.79999999999995,1605101320,0,1605018521,1605018521
"35bb7d8de3-1a373a28c212-1605018517421877028","PO16050185185136613",302.29999999999995,1605101317,0,1605018518,1605018518
"35bb7d8de3-1a373a28c212-1605018501764175473","PO16050185029937429",300.285,1605101302,0,1605018503,1605018503
"35bb7d8de3-1a373a28c212-1605018483087673187","PO16050184842037125",149.02999999999975,1605101283,0,1605018484,1605018484
"a403d1b1eb-e2eabca4f7a0-1605018137959428481","PO16050181393073313",299.3600000000006,1605100938,0,1605018139,1605018139
"a403d1b1eb-e2eabca4f7a0-1605018106694007856","PO16050181092574030",299.75,1605100908,0,1605018109,1605018109
"a403d1b1eb-e2eabca4f7a0-1605018106647827113","PO16050181094972536",298.69000000000005,1605100908,0,1605018109,1605018109
"a403d1b1eb-e2eabca4f7a0-1605018104056643588","PO16050181066408944",302.415,1605100905,0,1605018106,1605018106
"a403d1b1eb-e2eabca4f7a0-1605018100179369387","PO16050181015375542",289.2099999999996,1605100900,0,1605018101,1605018101
"a403d1b1eb-e2eabca4f7a0-1605018097092167008","PO16050180984987666",300.18000000000006,1605100897,0,1605018098,1605018098
"a403d1b1eb-e2eabca4f7a0-1605018090247386081","PO16050180913983006",301.9300000000003,1605100890,0,1605018091,1605018091
"a403d1b1eb-e2eabca4f7a0-1605018073671906263","PO16050180748085170",303.25499999999994,1605100873,0,1605018074,1605018074
"a403d1b1eb-e2eabca4f7a0-1605018071030749484","PO16050180721274709",297.05999999999995,1605100871,0,1605018072,1605018072
"a403d1b1eb-e2eabca4f7a0-1605018070595109311","PO16050180716658823",282.09000000000015,1605100870,0,1605018071,1605018071
"a403d1b1eb-e2eabca4f7a0-1605018069264145874","PO16050180703944312",289.15,1605100869,0,1605018070,1605018070
"a403d1b1eb-e2eabca4f7a0-1605018065876066433","PO16050180672799522",299.7599999999993,1605100866,0,1605018067,1605018067
"a403d1b1eb-e2eabca4f7a0-1605018060492420350","PO16050180618908239",301.03999999999996,1605100860,0,1605018061,1605018061
"a403d1b1eb-e2eabca4f7a0-1605018053953994415","PO16050180552439536",308.19000000000005,1605100854,0,1605018055,1605018055
"a403d1b1eb-e2eabca4f7a0-1605018043770196641","PO16050180451126502",302.75,1605100844,0,1605018045,1605018045
"a403d1b1eb-e2eabca4f7a0-1605018042264635799","PO16050180433942703",297.8599999999997,1605100842,0,1605018043,1605018043
"35bb7d8de3-60470f6f0a84-1605017959081105440","PO16050179601882395",303.57,1605100759,0,1605017960,1605017960
"a403d1b1eb-e2eabca4f7a0-1605017958111104943","PO16050179593493612",15.780000000000655,1605100758,0,1605017959,1605017959
"35bb7d8de3-60470f6f0a84-1605017946270014237","PO16050179474253652",179.35000000000002,1605100746,0,1605017947,1605017947
"35bb7d8de3-60470f6f0a84-1605017937828425053","PO16050179394276582",300.96,1605100738,0,1605017939,1605017939
"cb927293a0-bc444a590a71-1605017615025373754","PO1605017616490399",299.77999999999975,1605086015,0,1605017616,1605017616
"cb927293a0-bc444a590a71-1605017563894886772","PO1605017565196849",297.0400000000002,1605085964,0,1605017565,1605017565
"cb927293a0-bc444a590a71-1605017557367827227","PO16050175590003716",293.96999999999997,1605085958,0,1605017559,1605017559
"cb927293a0-bc444a590a71-1605017543583854735","PO16050175460232625",278.28999999999996,1605085944,0,1605017546,1605017546
"cb927293a0-bc444a590a71-1605017543432813220","PO16050175460211843",297.65999999999997,1605085944,0,1605017546,1605017546
"cb927293a0-bc444a590a71-1605017541477134392","PO16050175428423109",298.46000000000004,1605085941,0,1605017542,1605017542
"cb927293a0-bc444a590a71-1605017522321919753","PO16050175236093130",296.5799999999999,1605085922,0,1605017523,1605017523
"cb927293a0-bc444a590a71-1605017517263516201","PO16050175185777169",305.21,1605085917,0,1605017518,1605017518
"cb927293a0-bc444a590a71-1605017490638930779","PO16050174916868508",299.6500000000001,1605085890,0,1605017491,1605017491
"cb927293a0-bc444a590a71-1605017482707153397","PO16050174840939719",295.96000000000004,1605085883,0,1605017484,1605017484
"cb927293a0-bc444a590a71-1605017481592874621","PO16050174830117720",299.6300000000001,1605085882,0,1605017483,1605017483
"cb927293a0-bc444a590a71-1605017480208788977","PO16050174812766089",288.28999999999996,1605085880,0,1605017481,1605017481
"cb927293a0-bc444a590a71-1605017478608934645","PO16050174800481490",262.1100000000001,1605085879,0,1605017480,1605017480
"32390c7172-8d40788c-1605011608351015698","PO16050116096073720",300.1300000000001,1605083608,0,1605011609,1605011609
"32390c7172-8d40788c-1605011597158490203","PO16050115989499772",300.195,1605083597,0,1605011598,1605011598
"32390c7172-8d40788c-1605011541118705654","PO16050115430267859",300.82000000000005,1605083541,0,1605011543,1605011543
"32390c7172-8d40788c-1605011520844086278","PO16050115230077356",302.07000000000016,1605083521,0,1605011523,1605011523
"32390c7172-8d40788c-1605011518466112495","PO16050115200217525",303.51,1605083518,0,1605011520,1605011520
"32390c7172-8d40788c-1605011519032007667","PO16050115202601301",297.6099999999999,1605083519,0,1605011520,1605011520
"32390c7172-8d40788c-1605011517458641042","PO16050115192387651",303.02,1605083518,0,1605011519,1605011519
"32390c7172-8d40788c-1605011510804460760","PO16050115120621664",300.935,1605083511,0,1605011512,1605011512
"32390c7172-8d40788c-1605011485748347090","PO16050114870909978",300.5400000000002,1605083486,0,1605011487,1605011487
"32390c7172-8d40788c-1605011479283035244","PO16050114804428624",299.3599999999997,1605083479,0,1605011480,1605011480
"32390c7172-8d40788c-1605011470043171109","PO16050114718908490",301.69000000000005,1605083470,0,1605011471,1605011471
"32390c7172-8d40788c-1605011310306981992","PO16050113115566197",71.15000000000009,1605083310,0,1605011311,1605011311
"b73cf0a5a7-67647f153356-1604974226801205223",,287.20000000000005,1605017427,0,1604974228,1604974228
"b73cf0a5a7-67647f153356-1604974217372311297",,298.695,1605017418,0,1604974219,1604974219
"b73cf0a5a7-67647f153356-1604974188210055700",,301.05999999999995,1605017388,0,1604974189,1604974189
"b73cf0a5a7-67647f153356-1604974185843485876",,300.03999999999996,1605017386,0,1604974187,1604974187
"b73cf0a5a7-67647f153356-1604974182527624199",,300.2900000000001,1605017384,0,1604974185,1604974185
"b73cf0a5a7-67647f153356-1604974178584769772",,299.78,1605017379,0,1604974180,1604974180
"b73cf0a5a7-67647f153356-1604974174326365614",,303.165,1605017374,0,1604974175,1604974175
"035de2719c-73acf2a7cd3d-1604972820948078560",,299.53,1605016021,0,1604972822,1604972822
"035de2719c-73acf2a7cd3d-1604972812487671352",,295.83,1605016013,0,1604972814,1604972814
"035de2719c-73acf2a7cd3d-1604972800565831558",,299.14999999999986,1605016000,0,1604972801,1604972801
"035de2719c-73acf2a7cd3d-1604972796671514238",,299.2800000000001,1605015997,0,1604972798,1604972798
"035de2719c-73acf2a7cd3d-1604972792038108499",,298.58,1605015995,0,1604972797,1604972797
"035de2719c-73acf2a7cd3d-1604972722247695873",,105.10000000000014,1605015922,0,1604972723,1604972723
"c31c77eb4e-98041bcaf9b3-1604972210421974426",,302.775,1605015410,0,1604972211,1604972211
"c31c77eb4e-98041bcaf9b3-1604972193064630259",,300.615,1605015393,0,1604972194,1604972194
"c31c77eb4e-98041bcaf9b3-1604972116546355335",,299.39,1605015317,0,1604972118,1604972118
"c31c77eb4e-98041bcaf9b3-1604972109871751154",,296.02,1605015310,0,1604972111,1604972111
"c31c77eb4e-98041bcaf9b3-1604972062675979514",,143.8900000000001,1605015263,0,1604972064,1604972064
"ec3a882d4b-5b5c8b7867c5-1604971987352937920",,298.9200000000001,1605015188,0,1604971989,1604971989
"ec3a882d4b-5b5c8b7867c5-1604971982223765962",,300.80999999999995,1605015183,0,1604971984,1604971984
"ec3a882d4b-5b5c8b7867c5-1604971975925355125",,301.75,1605015177,0,1604971979,1604971979
"ec3a882d4b-5b5c8b7867c5-1604971932561579224",,301.35,1605015133,0,1604971934,1604971934
"ec3a882d4b-5b5c8b7867c5-1604971928731697581",,302.17999999999995,1605015129,0,1604971930,1604971930
"ec3a882d4b-5b5c8b7867c5-1604971883476838163",,173.43000000000006,1605015083,0,1604971884,1604971884
"ba28ab8f02-105e93f247c5-1604971204829008947",,300.37,1605014405,0,1604971206,1604971206
"ba28ab8f02-105e93f247c5-1604971201941493293",,306.0899999999999,1605014402,0,1604971203,1604971203
"ba28ab8f02-105e93f247c5-1604971200236650884",,303.78,1605014401,0,1604971202,1604971202
"ba28ab8f02-105e93f247c5-1604971172720904085",,299.82000000000005,1605014373,0,1604971174,1604971174
"ba28ab8f02-105e93f247c5-1604971170272143785",,298.22,1605014371,0,1604971172,1604971172
"ba28ab8f02-105e93f247c5-1604971153729291483",,236.60000000000014,1605014354,0,1604971155,1604971155
"50e21dbf46-491a1fc1-1604970480011409048","PO16049704814189144",295.84000000000003,1605017280,0,1604970481,1604970481
"50e21dbf46-491a1fc1-1604970450630676367","PO16049704532383571",301.2300000000005,1605017252,0,1604970453,1604970453
"50e21dbf46-491a1fc1-1604970448318292443","PO1604970452223255",304.96000000000004,1605017250,0,1604970452,1604970452
"1680e788df-8f122d73-1604970446956665472","PO16049704493424446",301.9200000000001,1605017248,0,1604970449,1604970449
"50e21dbf46-491a1fc1-1604970445262838014","PO16049704479459112",302.8100000000004,1605017246,0,1604970447,1604970447
"1680e788df-8f122d73-1604970437230644957","PO16049704385757943",302.1700000000001,1605017237,0,1604970438,1604970438
"50e21dbf46-491a1fc1-1604970415349818297","PO16049704169679936",299.1799999999994,1605017215,0,1604970416,1604970416
"50e21dbf46-491a1fc1-1604970404385941074","PO16049704063043433",294.3699999999999,1605017205,0,1604970406,1604970406
"50e21dbf46-491a1fc1-1604970397144009197","PO16049704045623155",301.3699999999999,1605017199,0,1604970404,1604970404
"50e21dbf46-491a1fc1-1604970381027233331","PO16049703841685486",302.96000000000004,1605017183,0,1604970384,1604970384
"50e21dbf46-491a1fc1-1604970382708484538","PO16049703843907635",300.77999999999975,1605017183,0,1604970384,1604970384
"50e21dbf46-491a1fc1-1604970377264756229","PO16049703785313568",298.4800000000005,1605017177,0,1604970378,1604970378
"50e21dbf46-491a1fc1-1604970373757525820","PO1604970377002304",294.71000000000004,1605017175,0,1604970377,1604970377
"50e21dbf46-491a1fc1-1604970372704673691","PO16049703742874131",299.5600000000002,1605017173,0,1604970374,1604970374
"50e21dbf46-491a1fc1-1604970370053617274","PO16049703734525644",95.8100000000004,1605017172,0,1604970373,1604970373
"50e21dbf46-491a1fc1-1604970363744421270","PO16049703653669035",300.02,1605017164,0,1604970365,1604970365
"1680e788df-8f122d73-1604970346209951418","PO16049703481337345",302.6899999999996,1605017147,0,1604970348,1604970348
"50e21dbf46-491a1fc1-1604970343110901637","PO16049703451914808",300.89999999999964,1605017143,0,1604970345,1604970345
"50e21dbf46-491a1fc1-1604970332752394705","PO16049703342688582",275.085,1605017133,0,1604970334,1604970334
"50e21dbf46-491a1fc1-1604970331205062993","PO16049703329919729",306.3299999999999,1605017132,0,1604970333,1604970333
"50e21dbf46-491a1fc1-1604970331600748596","PO16049703338871263",302.6899999999996,1605017132,0,1604970333,1604970333
"50e21dbf46-491a1fc1-1604970319889468135","PO16049703255742984",297.6899999999998,1605017120,0,1604970325,1604970325
"50e21dbf46-491a1fc1-1604970310600133911","PO16049703148073870",300.965,1605017113,0,1604970314,1604970314
"50e21dbf46-491a1fc1-1604970312149370040","PO16049703137283483",297.3000000000002,1605017112,0,1604970313,1604970313
"1680e788df-8f122d73-1604970304438864746","PO16049703066707718",273.58000000000004,1605017105,0,1604970306,1604970306
"50e21dbf46-491a1fc1-1604970298089212243","PO16049703027231103",300.97000000000025,1605017099,0,1604970302,1604970302
"50e21dbf46-491a1fc1-1604970291360454421","PO16049702930283012",298.52,1605017092,0,1604970293,1604970293
"1680e788df-8f122d73-1604970286803537438","PO16049702886984228",299.3800000000001,1605017087,0,1604970288,1604970288
"50e21dbf46-491a1fc1-1604970283525823765","PO16049702849849899",303.4799999999999,1605017084,0,1604970284,1604970284
"1680e788df-8f122d73-1604970266102966858","PO160497026760661",300.18000000000006,1605017066,0,1604970267,1604970267
"1680e788df-8f122d73-1604970260779766689","PO16049702623367454",300.6700000000001,1605017061,0,1604970262,1604970262
"1680e788df-8f122d73-1604970244520820421","PO16049702462989334",314.4400000000005,1605017045,0,1604970246,1604970246
"1680e788df-8f122d73-1604970217075575144","PO16049702189955154",299.5500000000002,1605017017,0,1604970219,1604970219
"1680e788df-8f122d73-1604970212985544371","PO16049702165345955",352.91999999999996,1605017014,0,1604970216,1604970216
"1680e788df-8f122d73-1604970197359292708","PO16049702001957582",305.1100000000006,1605016999,0,1604970200,1604970200
"1680e788df-8f122d73-1604970195970795050","PO16049701974725812",297.5799999999999,1605016996,0,1604970197,1604970197
"1680e788df-8f122d73-1604970193504091540","PO16049701958337310",296.09000000000015,1605016994,0,1604970195,1604970195
"1680e788df-8f122d73-1604970192926833648","PO16049701942737279",302.44000000000005,1605016993,0,1604970194,1604970194
"1680e788df-8f122d73-1604970190773872226","PO16049701927892256",311.8399999999999,1605016991,0,1604970192,1604970192
"1680e788df-8f122d73-1604970180422546597","PO16049701825828184",297.9399999999996,1605016981,0,1604970182,1604970182
"1680e788df-8f122d73-1604970177481129868","PO16049701793586011",297.72999999999956,1605016978,0,1604970179,1604970179
"1680e788df-8f122d73-1604970176923434562","PO16049701781997566",279.62,1605016977,0,1604970178,1604970178
"1680e788df-8f122d73-1604970173832074603","PO16049701762589026",298.39999999999964,1605016975,0,1604970176,1604970176
"53e7fb96b2-8825addf-1604970172556659420","PO16049701747634317",304.94000000000005,1605016973,0,1604970174,1604970174
"1680e788df-8f122d73-1604970171304832493","PO1604970172785710",295.30000000000007,1605016971,0,1604970172,1604970172
"1680e788df-8f122d73-1604970150160171133","PO16049701523876180",302.8199999999997,1605016950,0,1604970152,1604970152
"1680e788df-8f122d73-1604970146026902178","PO16049701473685515",298.3100000000004,1605016946,0,1604970147,1604970147
"53e7fb96b2-8825addf-1604970138797818644","PO1604970140912446",302.90999999999985,1605016939,0,1604970140,1604970140
"1680e788df-8f122d73-1604970130208548477","PO16049701314884655",205.3199999999997,1605016930,0,1604970131,1604970131
"53e7fb96b2-8825addf-1604970108328710830","PO16049701124242913",304.10000000000036,1605016911,0,1604970112,1604970112
"53e7fb96b2-8825addf-1604970066525358559","PO16049700682481516",298.605,1605016867,0,1604970068,1604970068
"53e7fb96b2-8825addf-1604970064056087896","PO16049700663136986",304.28,1605016865,0,1604970066,1604970066
"53e7fb96b2-8825addf-1604970062251261940","PO16049700638975270",300.8799999999999,1605016862,0,1604970063,1604970063
"53e7fb96b2-8825addf-1604970059197220739","PO1604970060994599",296.79999999999995,1605016859,0,1604970061,1604970061
"53e7fb96b2-8825addf-1604970010727225536","PO16049700145178957",298.8599999999997,1605016812,0,1604970014,1604970014
"53e7fb96b2-8825addf-1604970011734578026","PO16049700135894488",300.1600000000001,1605016812,0,1604970013,1604970013
"53e7fb96b2-8825addf-1604970009331033784","PO16049700107658508",300.2600000000002,1605016809,0,1604970010,1604970010
"53e7fb96b2-8825addf-1604970002836721454","PO16049700043868796",301.8499999999999,1605016803,0,1604970004,1604970004
"53e7fb96b2-8825addf-1604969994061436089","PO16049699955648327",303.025,1605016794,0,1604969995,1604969995
"53e7fb96b2-8825addf-1604969990283416194","PO16049699918175635",299.75,1605016790,0,1604969991,1604969991
"53e7fb96b2-8825addf-1604969984602915308","PO1604969987081443",298.62,1605016785,0,1604969987,1604969987
"53e7fb96b2-8825addf-1604969966223639184","PO16049699673768643",289.0500000000002,1605016766,0,1604969967,1604969967
"53e7fb96b2-8825addf-1604969959719112267","PO16049699613622292",155.34000000000015,1605016760,0,1604969961,1604969961
"3d072cf31a-17f84e76-1604969930952164662","PO16049699328797468",286.3600000000001,1605016731,0,1604969932,1604969932
"3d072cf31a-17f84e76-1604969929068263561","PO16049699305033822",296.1099999999999,1605016729,0,1604969930,1604969930
"3d072cf31a-17f84e76-1604969913390440192","PO16049699151551658",217.0300000000002,1605016714,0,1604969915,1604969915
"3d072cf31a-17f84e76-1604969912136372854","PO16049699140581157",297.7299999999999,1605016712,0,1604969914,1604969914
"3d072cf31a-17f84e76-1604969841836479157","PO16049698455739495",307.30999999999995,1605016644,0,1604969845,1604969845
"3d072cf31a-17f84e76-1604969840008037408","PO16049698428681413",309.13500000000005,1605016641,0,1604969842,1604969842
"3d072cf31a-17f84e76-1604969838157347481","PO1604969840945246",296.815,1605016639,0,1604969840,1604969840
"3d072cf31a-17f84e76-1604969814136907928","PO16049698162022459",301.67999999999984,1605016614,0,1604969816,1604969816
"3d072cf31a-17f84e76-1604969810097560681","PO16049698122639937",299.46000000000004,1605016610,0,1604969812,1604969812
"3d072cf31a-17f84e76-1604969780530871999","PO16049697817987980",303.3899999999999,1605016580,0,1604969781,1604969781
"3d072cf31a-17f84e76-1604969772716844713","PO16049697739992033",290.5000000000001,1605016572,0,1604969774,1604969774
"3d072cf31a-17f84e76-1604969772221771556","PO16049697737618984",304.48,1605016572,0,1604969773,1604969773
"58c1c2d446-00662bbd6640-1604965213343054321","PO16049652145418143",299.65999999999985,1605015613,0,1604965214,1604965214
"58c1c2d446-00662bbd6640-1604965196747044459","PO16049651985023315",297.41999999999985,1605015597,0,1604965198,1604965198
"58c1c2d446-00662bbd6640-1604965190018768133","PO16049651929533606",300.735,1605015591,0,1604965192,1604965192
"58c1c2d446-00662bbd6640-1604965184028514027","PO16049651853978418",295.98,1605015584,0,1604965185,1604965185
"58c1c2d446-00662bbd6640-1604965179455397320","PO16049651818958173",269.5300000000002,1605015580,0,1604965181,1604965181
"58c1c2d446-00662bbd6640-1604965178483111602","PO16049651800079660",303.1100000000001,1605015578,0,1604965180,1604965180
"58c1c2d446-00662bbd6640-1604965170493708333","PO16049651718757815",301.515,1605015570,0,1604965171,1604965171
"58c1c2d446-00662bbd6640-1604965157270767649","PO16049651586488222",299.15,1605015557,0,1604965158,1604965158
"58c1c2d446-00662bbd6640-1604965141730435911","PO16049651437344957",304.09000000000015,1605015542,0,1604965143,1604965143
"58c1c2d446-00662bbd6640-1604965130677499960","PO16049651323186440",300.48,1605015531,0,1604965132,1604965132
"58c1c2d446-00662bbd6640-1604965127235830356","PO16049651293781064",302.90999999999985,1605015528,0,1604965129,1604965129
"58c1c2d446-00662bbd6640-1604965113850108290","PO16049651151585783",301.91999999999996,1605015514,0,1604965115,1604965115
"e702cb872e-1b6800c76694-1604965069785839476","PO16049650723407308",298.77,1605015470,0,1604965072,1604965072
"e702cb872e-1b6800c76694-1604965066711238449","PO1604965069444398",299.425,1605015467,0,1604965069,1604965069
"e702cb872e-1b6800c76694-1604965059587834272","PO16049650612306433",300.77999999999975,1605015460,0,1604965061,1604965061
"e702cb872e-1b6800c76694-1604965051097007593","PO16049650531967196",308.1400000000001,1605015452,0,1604965053,1604965053
"e702cb872e-1b6800c76694-1604965051788198755","PO16049650534012868",301.02500000000003,1605015452,0,1604965053,1604965053
"e702cb872e-1b6800c76694-1604965051788397747","PO16049650537328546",322.65,1605015452,0,1604965053,1604965053
"e702cb872e-1b6800c76694-1604965048906099551","PO16049650502335317",300.9599999999999,1605015449,0,1604965050,1604965050
"e702cb872e-1b6800c76694-1604965021241507619","PO1604965022866478",255.21000000000004,1605015421,0,1604965022,1604965022
"e702cb872e-1b6800c76694-1604964993439743214","PO16049649949013602",296.1200000000001,1605015393,0,1604964994,1604964994
"cf236011fe-44edabb08e27-1604964520246839360","PO16049645221319456",308.4,1605014920,0,1604964522,1604964522
"cf236011fe-44edabb08e27-1604964519264811860","PO16049645205798589",300.52,1605014919,0,1604964520,1604964520
"cf236011fe-44edabb08e27-1604964434278877755","PO16049644359541160",300.98,1605014834,0,1604964435,1604964435
"cf236011fe-44edabb08e27-1604964432243002650","PO16049644337405077",301.89,1605014832,0,1604964433,1604964433
"cf236011fe-44edabb08e27-1604964430791892060","PO16049644323327710",298.69000000000005,1605014831,0,1604964432,1604964432
"cf236011fe-44edabb08e27-1604964363743456097","PO16049643651553193",292.3299999999999,1605014764,0,1604964365,1604964365
"6d973994d9-6eebbde9cc0a-1604962739335315408","PO16049627409134771",300.77,1605016739,0,1604962740,1604962740
"6d973994d9-6eebbde9cc0a-1604962714014637623","PO16049627176591243",305.18000000000006,1605016716,0,1604962717,1604962717
"6d973994d9-6eebbde9cc0a-1604962706553448347","PO16049627089909061",300.98,1605016707,0,1604962709,1604962709
"6d973994d9-6eebbde9cc0a-1604962695786559481","PO16049626982735944",289.79999999999995,1605016697,0,1604962698,1604962698
"6d973994d9-6eebbde9cc0a-1604962694043075014","PO16049626951863601",292.1500000000001,1605016694,0,1604962695,1604962695
"6d973994d9-6eebbde9cc0a-1604962678138105138","PO16049626805239615",294.795,1605016679,0,1604962680,1604962680
"6d973994d9-6eebbde9cc0a-1604962673480945876","PO16049626753203990",294.80999999999995,1605016674,0,1604962675,1604962675
"6d973994d9-6eebbde9cc0a-1604962651126990616","PO16049626533315214",304.80000000000007,1605016651,0,1604962653,1604962653
"6d973994d9-6eebbde9cc0a-1604962637671494240","PO16049626401113744",295.86499999999995,1605016639,0,1604962640,1604962640
"6d973994d9-6eebbde9cc0a-1604962571309262675","PO16049625730876573",4.230000000000018,1605016571,0,1604962573,1604962573
"e8c213e973-46588c2dd5ac-1604961499596329049","PO16049615038405172",285.8399999999997,1605015500,0,1604961503,1604961503
"e8c213e973-46588c2dd5ac-1604961473988345975","PO16049614755637191",298.21000000000004,1605015474,0,1604961475,1604961475
"e8c213e973-46588c2dd5ac-1604961471779458056","PO16049614757773201",290.865,1605015474,0,1604961475,1604961475
"e8c213e973-46588c2dd5ac-1604961461033617190","PO16049614623812618",300.55999999999995,1605015461,0,1604961462,1604961462
"e8c213e973-46588c2dd5ac-1604961445212596706","PO16049614469523367",304.3600000000001,1605015445,0,1604961446,1604961446
"e8c213e973-46588c2dd5ac-1604961435017968226","PO16049614364341412",300.1,1605015435,0,1604961436,1604961436
"e8c213e973-46588c2dd5ac-1604961434179697884","PO16049614352172586",302.98,1605015434,0,1604961435,1604961435
"e8c213e973-46588c2dd5ac-1604961421102982398","PO16049614221578182",297.5999999999999,1605015421,0,1604961422,1604961422
"e8c213e973-46588c2dd5ac-1604961387869990231","PO16049613897454809",288.20500000000004,1605015388,0,1604961389,1604961389
"5c87bf0ea7-512a92800586-1604960539118065409","PO16049605409844958",305.29999999999995,1605014539,0,1604960540,1604960540
"5c87bf0ea7-512a92800586-1604960514621122416","PO16049605158834115",298.6100000000001,1605014514,0,1604960515,1604960515
"5c87bf0ea7-512a92800586-1604960507370449782","PO16049605101438754",299.90000000000003,1605014509,0,1604960510,1604960510
"5c87bf0ea7-512a92800586-1604960501647175573","PO16049605035432918",303.57000000000016,1605014502,0,1604960503,1604960503
"5c87bf0ea7-512a92800586-1604960443888565076","PO1604960445342884",297.0499999999997,1605014444,0,1604960445,1604960445
"5c87bf0ea7-512a92800586-1604960424885080283","PO16049604280979874",299.57,1605014426,0,1604960428,1604960428
"5c87bf0ea7-512a92800586-1604960420806721265","PO16049604222675913",298.51,1605014421,0,1604960422,1604960422
"5c87bf0ea7-512a92800586-1604960407428872233","PO16049604090318802",296.3399999999999,1605014407,0,1604960409,1604960409
"5c87bf0ea7-512a92800586-1604960353657101334","PO16049603569349911",170.51000000000022,1605014355,0,1604960356,1604960356
"01bd226772-6ead3297a699-1604959368531459004","PO16049593727591171",302.7999999999997,1605016971,0,1604959372,1604959372
"01bd226772-6ead3297a699-1604959364127601228","PO16049593666768661",299.99,1605016965,0,1604959366,1604959366
"01bd226772-6ead3297a699-1604959354027074787","PO16049593551849197",301.05000000000007,1605016954,0,1604959355,1604959355
"01bd226772-6ead3297a699-1604959349426496943","PO16049593521317015",301.5799999999999,1605016950,0,1604959352,1604959352
"01bd226772-6ead3297a699-1604959351670960960","PO1604959352895768",300.28999999999996,1605016952,0,1604959352,1604959352
"01bd226772-6ead3297a699-1604959348331875251","PO160495934966235",305.5,1605016948,0,1604959349,1604959349
"01bd226772-6ead3297a699-1604959339826970834","PO1604959342587495",298.90999999999985,1605016941,0,1604959342,1604959342
"01bd226772-6ead3297a699-1604959333487742451","PO16049593348108474",298.6400000000003,1605016933,0,1604959334,1604959334
"01bd226772-6ead3297a699-1604959318672380056","PO1604959320225788",297.32000000000005,1605016919,0,1604959320,1604959320
"01bd226772-6ead3297a699-1604959279530516137","PO16049592805942617",225.32000000000016,1605016879,0,1604959280,1604959280
"1d000880fa-d97b6f7c208b-1604957559709369850","PO16049575611361352",290.09000000000015,1605015160,0,1604957561,1604957561
"1d000880fa-d97b6f7c208b-1604957554987335937","PO16049575562764696",296.80499999999995,1605015155,0,1604957556,1604957556
"1d000880fa-d97b6f7c208b-1604957548422982662","PO1604957551213898",302.495,1605015149,0,1604957551,1604957551
"1d000880fa-d97b6f7c208b-1604957549713595187","PO16049575517541798",299.5999999999999,1605015150,0,1604957551,1604957551
"1d000880fa-d97b6f7c208b-1604957537359318166","PO16049575392792367",273.1700000000001,1605015138,0,1604957539,1604957539
"06f6235981-653d239deeb3-1604957379324122249","PO1604957382292675",295.05999999999995,1605014981,0,1604957382,1604957382
"06f6235981-653d239deeb3-1604957379388791832","PO16049573823288924",229.75,1605014981,0,1604957382,1604957382
"06f6235981-653d239deeb3-1604957377140828993","PO16049573782554760",298.36,1605014977,0,1604957378,1604957378
